dataset_name,source_url,license,download_date,file_name,file_size,sha256,version,notes
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Gray%20Leaf%20Spot/GrayLeafSpot019.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Gray Leaf Spot/GrayLeafSpot019.jpg,120953,583e56b205c2357d6015d72ac7f626844003fb0ea2a26327bcedeb22ba258c05,1.0,Authentic raw sample: Gray Leaf Spot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Gray%20Leaf%20Spot/GrayLeafSpot020.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Gray Leaf Spot/GrayLeafSpot020.jpg,141959,c4ed8c362558a66a0ad3b7a21798f4e12da43e7973485ca7be99a31c581fb992,1.0,Authentic raw sample: Gray Leaf Spot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot001.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot001.jpg,195147,c5fa5d2363713ca369d7b4452225269db145518bf4bd3d38a2162f3c91f79b7f,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot002.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot002.jpg,189383,b995a1e0632b7a7496b62622b9a9a44d84745b5d44107dc2af9fdfe4f288e7a4,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot003.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot003.jpg,201485,392cf1a5b42b363cb903e05cc09c3484d182113b2cba7063d01bf47eea60e347,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot004.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot004.jpg,184357,27adf5e8fc8eb05a0710b6ec97da1a4a66bd2c04c6ff9e58e483476c95230ec6,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot005.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot005.jpg,197678,42f68753abbc85a37717a3abcb56f2b8bbd7dcbde775b3d1039d1e5a6b56cb89,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot006.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot006.jpg,186266,cbaedb4e2c4cf13570bb0c28782b3342736afe119bba56145cfdad5dc7e5dd7d,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot007.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot007.jpg,165981,d519e8640d678fb90b41a15e029cc9f9cb760455b50776e363398d83745417c7,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot008.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot008.jpg,200549,c5a1a85e361949e6e2902362a75e7cbfaa9d3b2291f98d244e99606e34bd6dad,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot009.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot009.jpg,184086,5dc5f202c9c3e4856b2b70a5cea6989119625f3eada97af137193a144f81102b,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot010.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot010.jpg,159968,f735402e1ae836857f34d93cd429b012aba7c7793a0511d86ab88411c15432fd,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot011.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot011.jpg,152548,fbd5807ae8f28bcb2534eeada7f43ab14cf405c1cc885650599ca237ce3af14d,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot012.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot012.jpg,157348,1c1bed59cc38f87cf8da19c279dcc68d399ccefd17f4ae129c9fb8628c48a118,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot013.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot013.jpg,153700,8528ccd08909456ea82416df6aeae97d2713e060ab7338afe088dce2b07e0e4b,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot014.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot014.jpg,157634,4bbc67fee401278500fe8d12242b1ef80cf319bbfca78950cf29307e3dde0f28,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot015.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot015.jpg,145209,ff3f2afa163e680169e9fab5db093930ddae32b0cc0462812f1846ffe62b638f,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot016.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot016.jpg,127701,c6526e7a4f70b0a2e2ee87e9e3a89fb0ea6e76b55095aa61c0300d0362c32092,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot017.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot017.jpg,121984,b0b7344431c9ea08881385b95de0661540ce77c4ef11785e699e98a4e1347090,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot018.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot018.jpg,132150,78d27b3cb93b8f28d9c0a4a16abb1c767e17bf7e9d7c7c635426fb5267e830a0,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot019.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot019.jpg,133610,625ae2f684aaf1b35377e81bc163f630df5891a30a7ad5648eddcd8e655ea900,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Leaf%20Rot/LeafRot020.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Leaf Rot/LeafRot020.jpg,143860,63fbcf7760cb06e519587c91e5623572981ba9a33142d91cfeae0d9157031ada,1.0,Authentic raw sample: Leaf Rot
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding001.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding001.jpg,278518,806e70c662d184d268c2a33bb303dbcbc05e39c67f4c7e60d656f0364be98a25,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding002.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding002.jpg,262761,17b03f8513a32bb85947e5ce804096e610e2b124de637ebb38ddd7d49c4acc1d,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding003.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding003.jpg,266612,f556a2e9947d4b49c62293bb31d4cf77c00d5b92d24d37f78723a39f4d8537d9,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding004.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding004.jpg,271072,3743f7c666754691a59713dc334f9d8d8fe61e0da692f223898f9deff132f46c,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding005.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding005.jpg,275243,e5ffe44543e735d04a10a351de2155e397b38a958c7f7af016a1053ffd7d50aa,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding006.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding006.jpg,266533,89648f8e19f5c62230a1db3fa1086a01fe580c86daa762acee3c190d6b8ae074,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding007.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding007.jpg,272997,e6adcf427f76e6e8e88373c67f28e4e05bfc9692475f2b41c7f29b0d67dd2d82,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding008.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding008.jpg,277589,dc3f60053b097b4728bcfd90e914c146ab237f4484528633a16c75aa5f24690c,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding009.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding009.jpg,276624,a32148412081b0d39257652b9fea2f99745cdfdf426ebcb5264fe3deb0bfd606,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding010.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding010.jpg,276413,662df8fd290a721306b3a56c13aba087549f09119ae1d5cef3cf6434f69610bc,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding011.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding011.jpg,273876,435f74e67ec52269dc0615cac32326820e828962ad70a2ff2421956011bf4d18,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding012.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding012.jpg,250995,bd0f3752e0587cda8760d634016c1ab3b733e296a3b47c1c9d78e98359573ab2,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding013.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding013.jpg,269779,a2896e3debe85d91fc38a4c85dfa9d5dc9963b3f654dd0e3911d99cdf6d7c13e,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding014.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding014.jpg,259272,233043dc5e30fc7dd9420da1be4c4903e1552090dc28bd64c933efdfc6c838c2,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding015.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding015.jpg,254068,7d18f81c090951291ca20af2bdafbe73d0cb3f7937f1e83c66a1765491ff8a6a,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding016.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding016.jpg,261015,c2e4c05b7fed74a3e6a7219db6fd1d765e46d11313eb50a017c3e00ed307bb66,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding017.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding017.jpg,250382,c2380f3308de1d11d38ac52f2a3aeb942c5b96d0c79271ef0fe330d0421bef6c,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding018.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding018.jpg,254789,3a047bd5d4b777caaba9d73928420f1f7f9e209ff289e7460b40433ca970bad4,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding019.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding019.jpg,247044,d4e2c4b321b2e6044d14cadd89b87d7e7aaffa528fe2b6d320a8a227b679fc7e,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Mendeley Data / Patil et al.),https://raw.githubusercontent.com/zahid16-code/cocunut-disease-prediction/master/Coconut%20Tree%20Disease%20Dataset/Stem%20Bleeding/StemBleeding020.jpg,CC BY 4.0,2026-09-20 03:28:10 UTC,mendeley_coconut_disease/Stem Bleeding/StemBleeding020.jpg,273157,9089ed5912660a7a4e8975b521d5f9036a886ca05ce54d507b4c9f9766a0f268,1.0,Authentic raw sample: Stem Bleeding
Coconut Tree Disease Dataset (Full Archive),https://data.mendeley.com/datasets/gh56wbsnj5/1,CC BY 4.0,2026-09-20 03:29:27 UTC,Coconut Tree Disease Dataset.zip,1014000000,Pending manual browser download verification,1.0,Manual Download Required: Requires browser session at https://data.mendeley.com/datasets/gh56wbsnj5/1 due to tokenized session redirects. Store into data/raw/
Coconut Tree Disease (Roboflow YOLOv8 Detection),https://universe.roboflow.com/phanidhar-reddy/coconut-tree-disease-vg85j,CC BY 4.0,2026-09-20 03:29:27 UTC,coconut-tree-disease-vg85j-yolov8.zip,Not specified,Pending Roboflow export / API key,v1,API/Manual Download Required: Access via Roboflow Web UI or roboflow Python SDK with API key. Store into data/raw/
Coconut Leaf Disease Dataset (Healthy Control Pool),https://www.kaggle.com/datasets/jigarbaraiya/coconut-leaf-disease-dataset,Apache 2.0,2026-09-20 03:29:27 UTC,coconut-leaf-disease-dataset.zip,Not specified,Pending Kaggle API / manual download,v1,API/Manual Download Required: Run kaggle CLI with kaggle.json or download via Kaggle Web UI. Store into data/raw/
